units_sold,low_price,high_price,year,month,year_date,is_ev_dummy,body_type,brand,brand_country
954,105.9,144.9,2022,June,2022-06-01,0,Hatchback,Bestune,China
949,169.8,218.8,2022,June,2022-06-01,0,MPV,Hyundai,South Korea
948,46.9,54.4,2022,June,2022-06-01,0,MPV,Changan KaiCheng,China
940,351.8,437.8,2022,June,2022-06-01,1,SUV,Mercedes-Benz,Germany
914,132.8,178.8,2022,June,2022-06-01,1,SUV,Hechuang,China
902,69.8,140.8,2022,June,2022-06-01,0,Sedan,Venucia,China
884,79.9,129.9,2022,June,2022-06-01,0,SUV,Dongfeng Xiaokang,China
877,321.8,365.8,2022,June,2022-06-01,1,SUV,Mercedes-Benz,Germany
872,289.3,361.8,2022,June,2022-06-01,0,NA,Audi,Germany
865,207.8,230.8,2022,June,2022-06-01,1,Sedan,Toyota,Japan
848,399.8,499.8,2022,June,2022-06-01,0,Sedan,Jaguar,United Kingdom
809,252.8,288.8,2022,June,2022-06-01,0,Sedan,Hongqi,China
804,109.8,131.8,2022,June,2022-06-01,0,Sedan,Kia,South Korea
792,265,379.9,2022,June,2022-06-01,0,NA,Ford,United States
785,205.8,246.8,2022,June,2022-06-01,0,Sedan,BMW,Germany
785,159.9,179.9,2022,June,2022-06-01,1,Hatchback,Ch1rolet,United States
779,90.8,116.8,2022,June,2022-06-01,0,Sedan,Ford,United States
749,87.8,93.8,2022,June,2022-06-01,0,Sedan,Toyota,Japan
741,265.9,320.9,2022,June,2022-06-01,0,SUV,Lynk & Co,China
735,275.8,463.3,2022,June,2022-06-01,0,SUV,Hongqi,China
725,139.8,165.8,2022,June,2022-06-01,0,SUV,Lynk & Co,China
720,49.9,129.9,2022,June,2022-06-01,0,SUV,Yema,China
713,99.8,165.9,2022,June,2022-06-01,0,SUV,Dongfeng Xiaokang,China
708,169.8,221.8,2022,June,2022-06-01,0,SUV,Ford,United States
701,138.8,169.9,2022,June,2022-06-01,1,SUV,Skywell,China
700,83.9,99.9,2022,June,2022-06-01,0,Hatchback,Buick,United States
698,309.8,399.8,2022,June,2022-06-01,0,SUV,Ford,United States
697,145.9,184.9,2022,June,2022-06-01,0,SUV,Changan,China
666,109.9,154.9,2022,June,2022-06-01,0,Hatchback,Skoda,Czech Republic
665,161.8,205.8,2022,June,2022-06-01,0,NA,Kia,South Korea
661,285.8,329.8,2022,June,2022-06-01,0,SUV,BMW,Germany
656,340,446,2022,June,2022-06-01,0,Sedan,Volkswagen,Germany
650,49.9,68.9,2022,June,2022-06-01,0,SUV,Geely Automobile,China
640,99.9,99.9,2022,June,2022-06-01,0,Sedan,Skoda,Czech Republic
629,175.8,261.8,2022,June,2022-06-01,0,SUV,Lynk & Co,China
626,179.8,309.8,2022,June,2022-06-01,0,SUV,SAIC Maxus,China
622,165.8,212.8,2022,June,2022-06-01,1,MPV,SAIC Maxus,China
622,77.9,118.9,2022,June,2022-06-01,0,SUV,Sinotruk VGV,China
618,64.8,81.8,2022,June,2022-06-01,1,Hatchback,Dendrobium,China
604,152.8,165.9,2022,June,2022-06-01,1,SUV,SAIC Group,China
595,115.9,160.9,2022,June,2022-06-01,0,SUV,Volkswagen,Germany
581,145.8,172.8,2022,June,2022-06-01,1,MPV,BYD,China
578,119.8,142.8,2022,June,2022-06-01,0,MPV,Geely Automobile,China
564,111.8,151.8,2022,June,2022-06-01,0,SUV,Great Wall,China
559,41.9,68.8,2022,June,2022-06-01,0,NA,Dongfeng Xiaokang,China
550,175,218,2022,June,2022-06-01,1,SUV,Honda,Japan
531,186.9,243.9,2022,June,2022-06-01,0,SUV,Skoda,Czech Republic
524,160.8,179.8,2022,June,2022-06-01,1,SUV,WM Motor,China
520,238.8,283.8,2022,June,2022-06-01,0,SUV,Nissan,Japan
519,309.8,860,2022,June,2022-06-01,0,Sedan,Hongqi,China
513,437.7,777.7,2022,June,2022-06-01,0,Sedan,Audi,Germany
506,86.8,112.8,2022,June,2022-06-01,0,SUV,Venucia,China
502,159.7,224.7,2022,June,2022-06-01,0,Sedan,Peugeot,France
501,169.8,248.3,2022,June,2022-06-01,0,SUV,Nissan,Japan
500,169.8,239.8,2022,June,2022-06-01,1,SUV,WM Motor,China
500,75.8,96.8,2022,June,2022-06-01,0,SUV,SAIC Group,China
498,181.9,262.9,2022,June,2022-06-01,0,Sedan,Nissan,Japan
490,135.8,161.8,2022,June,2022-06-01,1,Sedan,Geely Automobile,China
488,248.8,296.8,2022,June,2022-06-01,1,SUV,Toyota,Japan
488,299.8,380.8,2022,June,2022-06-01,0,Sedan,Jaguar,United Kingdom
487,175,218,2022,June,2022-06-01,1,SUV,Honda,Japan
483,57.9,73.9,2022,June,2022-06-01,0,Sedan,Changan,China
483,37.8,45.8,2022,June,2022-06-01,1,Hatchback,Yujet,China
476,43.9,75.8,2022,June,2022-06-01,1,Hatchback,Xinri,China
470,149.8,149.8,2022,June,2022-06-01,1,MPV,Changan,China
467,153.8,163.8,2022,June,2022-06-01,1,Sedan,Dongfeng,China
451,129.8,186.8,2022,June,2022-06-01,0,NA,MG,China
448,192.8,228.8,2022,June,2022-06-01,0,NA,Great Wall,China
437,273.8,299.8,2022,June,2022-06-01,1,SUV,Honda,Japan
411,126.6,149.6,2022,June,2022-06-01,0,SUV,Venucia,China
406,491.9,579.8,2022,June,2022-06-01,1,SUV,Mercedes-Benz,Germany
406,328,460,2022,June,2022-06-01,0,SUV,Acura,Japan
403,286.6,469.6,2022,June,2022-06-01,1,SUV,GAC Aion,China
398,509.8,779.8,2022,June,2022-06-01,1,SUV,Hongqi,China
390,129.8,159.8,2022,June,2022-06-01,1,SUV,Dongfeng Xiaokang,China
388,161.8,205.8,2022,June,2022-06-01,0,Sedan,Hyundai,South Korea
378,119.8,137.8,2022,June,2022-06-01,0,SUV,Nissan,Japan
375,69.8,90.8,2022,June,2022-06-01,0,MPV,Wuling Motors,China
357,68.8,73.8,2022,June,2022-06-01,1,Hatchback,Jiangling,China
354,40.9,55.9,2022,June,2022-06-01,1,Hatchback,Xiaohu,China
352,275.8,374.8,2022,June,2022-06-01,0,SUV,Ford,United States
350,90.9,124.9,2022,June,2022-06-01,0,Hatchback,Volkswagen,Germany
345,202.8,272.8,2022,June,2022-06-01,0,SUV,Hyundai,South Korea
342,299.9,359.9,2022,June,2022-06-01,0,SUV,Buick,United States
340,104.9,149.9,2022,June,2022-06-01,0,SUV,Beijing Auto,China
324,399.7,489.7,2022,June,2022-06-01,0,Sedan,Cadillac,United States
319,60.9,85.9,2022,June,2022-06-01,0,MPV,SRM Xinyuan,China
316,108.8,168.8,2022,June,2022-06-01,0,Sedan,GAC Group,China
315,243.8,243.8,2022,June,2022-06-01,1,SUV,Audi,Germany
307,131.8,143.8,2022,June,2022-06-01,0,Sedan,Geely Automobile,China
305,166.9,249.9,2022,June,2022-06-01,1,SUV,Aiways,China
302,67.8,93.9,2022,June,2022-06-01,0,Sedan,Kaiyi,China
297,59.9,87.9,2022,June,2022-06-01,0,SUV,Beijing Auto,China
295,178.7,263.7,2022,June,2022-06-01,0,SUV,Peugeot,France
289,164.7,275.9,2022,June,2022-06-01,0,Sedan,Citroën,France
288,229.9,333.9,2022,June,2022-06-01,0,SUV,Ch1rolet,United States
287,115.8,159.8,2022,June,2022-06-01,0,NA,SAIC Maxus,China
260,395.1,399.8,2022,June,2022-06-01,0,Sedan,Mercedes-Benz,Germany
257,49.9,79.9,2022,June,2022-06-01,0,MPV,Yema,China
253,139.8,199.8,2022,June,2022-06-01,1,Sedan,Jiangling,China
252,134.9,186.9,2022,June,2022-06-01,0,SUV,Bestune,China
247,129.8,139.8,2022,June,2022-06-01,1,Sedan,Dongfeng,China
246,258.8,330.8,2022,June,2022-06-01,0,SUV,Mazda,Japan
235,131.9,151.9,2022,June,2022-06-01,1,SUV,Kaiyi,China
232,258.8,299.8,2022,June,2022-06-01,1,SUV,Toyota,Japan
225,288.9,339.9,2022,June,2022-06-01,0,MPV,Kia,South Korea
211,34.8,39.8,2022,June,2022-06-01,1,Hatchback,Yujet,China
211,229.8,349.8,2022,June,2022-06-01,0,SUV,Acura,Japan
210,159.8,186.8,2022,June,2022-06-01,1,SUV,Honda,Japan
210,199.8,259.8,2022,June,2022-06-01,0,NA,Ford,United States
204,225.8,253.8,2022,June,2022-06-01,1,SUV,Toyota,Japan
203,69.8,75.8,2022,June,2022-06-01,0,Hatchback,Yunque,China
203,149.9,158.9,2022,June,2022-06-01,0,SUV,Skoda,Czech Republic
197,166.8,279.8,2022,June,2022-06-01,0,SUV,Isuzu,Japan
187,79.9,269.8,2022,June,2022-06-01,0,SUV,SWM Motors,China
184,59.9,66.9,2022,June,2022-06-01,0,SUV,Kairay,China
162,175.9,213.9,2022,June,2022-06-01,0,SUV,Changan,China
161,178.8,189.8,2022,June,2022-06-01,1,SUV,Great Wall,China
158,145.8,168.8,2022,June,2022-06-01,1,MPV,Geely Automobile,China
157,72.8,96.8,2022,June,2022-06-01,0,Sedan,Hyundai,South Korea
151,155.8,169.8,2022,June,2022-06-01,1,SUV,Great Wall,China
148,155.8,209.8,2022,June,2022-06-01,1,Sedan,Geely Automobile,China
145,197.8,217.8,2022,June,2022-06-01,1,SUV,Buick,United States
134,52.9,119.9,2022,June,2022-06-01,0,Sedan,Southeast,China
129,53.8,60.8,2022,June,2022-06-01,0,MPV,Dongfeng Xiaokang,China
125,395.5,510,2022,June,2022-06-01,1,SUV,Audi,Germany
125,186.9,275.8,2022,June,2022-06-01,0,MPV,Ford,United States
125,369.9,689.9,2022,June,2022-06-01,0,NA,LanTu,China
124,527.9,603.9,2022,June,2022-06-01,1,SUV,Volvo,Sweden
119,159.8,202.8,2022,June,2022-06-01,1,SUV,SAIC Maxus,China
116,309.8,345.8,2022,June,2022-06-01,1,SUV,Lincoln,United States
112,85.8,125,2022,June,2022-06-01,1,Hatchback,Xinri,China
111,279.9,419.9,2022,June,2022-06-01,0,NA,SAIC Maxus,China
110,257,315,2022,June,2022-06-01,1,SUV,Volvo,Sweden
109,169.9,194.9,2022,June,2022-06-01,0,Hatchback,Skoda,Czech Republic
108,151.8,194.8,2022,June,2022-06-01,0,MPV,Volkswagen,Germany
108,125.8,149.8,2022,June,2022-06-01,0,MPV,Haima,China
103,39.9,62.4,2022,June,2022-06-01,0,MPV,Kairay,China
100,167.8,189.8,2022,June,2022-06-01,1,Sedan,Honda,Japan
98,294.9,398,2022,June,2022-06-01,0,SUV,Beijing,China
98,179.8,206.8,2022,June,2022-06-01,0,SUV,Lynk & Co,China
93,508,508,2022,June,2022-06-01,1,Sedan,Audi,Germany
92,166.8,206.8,2022,June,2022-06-01,1,Sedan,Kia,South Korea
91,113.9,113.9,2022,June,2022-06-01,0,SUV,Citroën,France
88,126.8,130.8,2022,June,2022-06-01,1,NA,Kairay,China
83,546.8,648.8,2022,June,2022-06-01,1,SUV,Audi,Germany
83,203.8,218.8,2022,June,2022-06-01,1,Sedan,Toyota,Japan
83,499.9,613.9,2022,June,2022-06-01,1,Sedan,Volvo,Sweden
75,145.8,199.8,2022,June,2022-06-01,1,Hatchback,MG,China
75,254.9,349.9,2022,June,2022-06-01,0,Sedan,DS,France
74,79.9,136.9,2022,June,2022-06-01,0,SUV,Haima,China
74,415.8,445.8,2022,June,2022-06-01,1,SUV,Jaguar,United Kingdom
72,159.8,192.8,2022,June,2022-06-01,1,Sedan,Toyota,Japan
71,333.8,469.8,2022,June,2022-06-01,0,SUV,Infiniti,Japan
68,227.7,227.7,2022,June,2022-06-01,1,NA,Lynk & Co,China
68,399.9,461.9,2022,June,2022-06-01,1,Sedan,Volvo,Sweden
63,0,0,2022,June,2022-06-01,0,SUV,Infiniti,Japan
63,49.9,84.9,2022,June,2022-06-01,0,MPV,Changan,China
62,69.9,79.9,2022,June,2022-06-01,0,Sedan,Dongfeng Fengxing,China
57,0,0,2022,June,2022-06-01,1,MPV,BYD,China
57,409.8,422.8,2022,June,2022-06-01,1,SUV,Jaguar,United Kingdom
56,137.9,151.9,2022,June,2022-06-01,0,SUV,Sinotruk VGV,China
54,162.8,191.8,2022,June,2022-06-01,0,SUV,Kia,South Korea
54,199.8,229.8,2022,June,2022-06-01,1,SUV,Mitsubishi Motors,Japan
52,149.9,169.9,2022,June,2022-06-01,1,MPV,Yema,China
52,99.8,139.8,2022,June,2022-06-01,0,SUV,Mitsubishi Motors,Japan
50,61.9,129.9,2022,June,2022-06-01,0,MPV,Southeast,China
48,264.8,389.8,2022,June,2022-06-01,0,Sedan,Infiniti,Japan
47,188.8,253.8,2022,June,2022-06-01,0,MPV,SAIC Group,China
44,149.9,173.9,2022,June,2022-06-01,1,MPV,Dongfeng Fengxing,China
40,109.9,142.9,2022,June,2022-06-01,0,SUV,Bestune,China
37,199.8,208.8,2022,June,2022-06-01,1,MPV,JAC Group,China
35,216.8,246.8,2022,June,2022-06-01,1,SUV,Seres,China
32,63.9,105.9,2022,June,2022-06-01,0,SUV,SWM Motors,China
32,156.8,226.8,2022,June,2022-06-01,0,Sedan,GAC Group,China
30,166.8,328.8,2022,June,2022-06-01,1,MPV,Dayun,China
27,129.8,185.8,2022,June,2022-06-01,0,SUV,Mitsubishi Motors,Japan
27,159.8,201.8,2022,June,2022-06-01,1,SUV,Mazda,Japan
26,99.9,139.9,2022,June,2022-06-01,0,SUV,Southeast,China
25,69.9,99.9,2022,June,2022-06-01,0,SUV,Southeast,China
23,229.9,329.9,2022,June,2022-06-01,0,SUV,DS,France
20,133.8,168.8,2022,June,2022-06-01,0,Sedan,Hyundai,South Korea
19,178.8,203.8,2022,June,2022-06-01,1,Sedan,Hyundai,South Korea
16,58.8,61.8,2022,June,2022-06-01,0,NA,New Longma,China
14,73.8,83.8,2022,June,2022-06-01,1,Hatchback,Guojing Zhijun,China
13,215.7,227.7,2022,June,2022-06-01,1,Sedan,Peugeot,France
13,97.8,135.8,2022,June,2022-06-01,0,NA,Wuling Motors,China
12,208,208,2022,June,2022-06-01,1,SUV,Ford,United States
11,149.8,169.8,2022,June,2022-06-01,1,SUV,Chery,China
8,439.7,479.7,2022,June,2022-06-01,0,NA,Cadillac,United States
7,259.8,279.8,2022,June,2022-06-01,1,SUV,Hechuang,China
6,249.7,259.7,2022,June,2022-06-01,1,SUV,Peugeot,France
6,85.9,105.9,2022,June,2022-06-01,0,SUV,Bestune,China
6,259.8,359.8,2022,June,2022-06-01,1,MPV,SAIC Group,China
3,166.8,192.8,2022,June,2022-06-01,0,NA,SAIC Group,China
3,0,0,2022,June,2022-06-01,1,SUV,BMW,Germany
2,125.9,215.9,2022,June,2022-06-01,0,SUV,Dongfeng Xiaokang,China
2,105.8,125.8,2022,June,2022-06-01,0,SUV,Beijing,China
2,125.9,155.9,2022,June,2022-06-01,0,SUV,Buick,United States
2,998,1288,2022,June,2022-06-01,0,SUV,Beijing,China
2,329.9,399.9,2022,June,2022-06-01,1,Sedan,DS,France
1,231.7,264.7,2022,June,2022-06-01,1,SUV,Citroën,France
1,149.9,169.9,2022,June,2022-06-01,0,MPV,Buick,United States
1,152.7,229.7,2022,June,2022-06-01,0,SUV,Citroën,France
1,156.6,179.9,2022,June,2022-06-01,1,SUV,Chery,China
56605,32.8,99.9,2022,July,2022-07-01,1,Hatchback,Wuling Motors,China
43392,99.8,174.9,2022,July,2022-07-01,0,Sedan,Nissan,Japan
39054,100.9,159.9,2022,July,2022-07-01,0,Hatchback,Volkswagen,Germany
38697,152.8,216.8,2022,July,2022-07-01,1,SUV,BYD,China
30093,111.8,175.8,2022,July,2022-07-01,1,Sedan,BYD,China
29182,98.8,157,2022,July,2022-07-01,0,Sedan,Volkswagen,Germany
27638,98.9,157,2022,July,2022-07-01,0,SUV,Great Wall,China
26294,169.8,276.8,2022,July,2022-07-01,0,SUV,Honda,Japan
25849,214.8,329.8,2022,July,2022-07-01,1,Sedan,BYD,China
24167,109.8,159.8,2022,July,2022-07-01,0,Sedan,Toyota,Japan
24097,169.8,259.8,2022,July,2022-07-01,0,Sedan,Honda,Japan
22100,128.9,159.9,2022,July,2022-07-01,0,Hatchback,Buick,United States
21752,99.8,129.8,2022,July,2022-07-01,0,SUV,MG,China
21419,117.9,154.9,2022,July,2022-07-01,0,SUV,Changan,China
21080,95.8,168.9,2022,July,2022-07-01,0,SUV,Chery,China
21005,102.8,130.8,2022,July,2022-07-01,1,Hatchback,BYD,China
20856,86.9,149.9,2022,July,2022-07-01,0,SUV,Chery,China
20598,179.8,269.8,2022,July,2022-07-01,0,Sedan,Toyota,Japan
19719,137.8,165.8,2022,July,2022-07-01,1,SUV,BYD,China
19313,199,283.8,2022,July,2022-07-01,0,SUV,Volkswagen,Germany
17914,406.3,476.8,2022,July,2022-07-01,0,SUV,Mercedes-Benz,Germany
17775,175.8,260.8,2022,July,2022-07-01,0,SUV,Toyota,Japan
16904,46,59.9,2022,July,2022-07-01,0,MPV,Wuling Motors,China
16881,111.8,152.8,2022,July,2022-07-01,0,Sedan,Toyota,Japan
16827,179.8,269.8,2022,July,2022-07-01,0,Sedan,Nissan,Japan
16800,129.9,187.9,2022,July,2022-07-01,0,Hatchback,Honda,Japan
16256,186.9,309.9,2022,July,2022-07-01,0,Sedan,Volkswagen,Germany
16066,75.8,119.8,2022,July,2022-07-01,0,SUV,Geely Automobile,China
15816,209.9,309.9,2022,July,2022-07-01,0,SUV,Buick,United States
15745,316.9,417.9,2022,July,2022-07-01,1,SUV,Tesla,United States
15645,108.9,139.9,2022,July,2022-07-01,0,Hatchback,Changan,China
15445,181.9,252.9,2022,July,2022-07-01,0,Sedan,Volkswagen,Germany
14940,72.9,103.9,2022,July,2022-07-01,0,Hatchback,Changan,China
14679,154.9,188.9,2022,July,2022-07-01,0,SUV,Nissan,Japan
14360,127.9,172.9,2022,July,2022-07-01,0,Sedan,Volkswagen,Germany
13836,396.8,488.8,2022,July,2022-07-01,0,SUV,Audi,Germany
13808,43.1,54.5,2022,July,2022-07-01,0,NA,Wuling Motors,China
13319,79.9,170.9,2022,July,2022-07-01,0,SUV,Chery,China
13239,127.9,175.9,2022,July,2022-07-01,0,SUV,Honda,Japan
13172,419.8,656.8,2022,July,2022-07-01,0,Sedan,Audi,Germany
12806,325.2,377.3,2022,July,2022-07-01,0,Sedan,Mercedes-Benz,Germany
12631,137.2,185.2,2022,July,2022-07-01,0,SUV,Geely Automobile,China
12530,137.6,202.6,2022,July,2022-07-01,1,SUV,GAC Aion,China
12472,266.7,339.9,2022,July,2022-07-01,1,Sedan,Tesla,United States
12381,69.9,101.9,2022,July,2022-07-01,0,SUV,Chery,China
12310,171.8,248.8,2022,July,2022-07-01,0,SUV,Toyota,Japan
12280,85.8,99.8,2022,July,2022-07-01,0,SUV,MG,China
12130,91.8,142.8,2022,July,2022-07-01,0,SUV,Geely Automobile,China
11788,205.8,339.8,2022,July,2022-07-01,1,SUV,BYD,China
11536,436.8,556,2022,July,2022-07-01,0,Sedan,Mercedes-Benz,Germany
11492,169.8,252.8,2022,July,2022-07-01,0,SUV,Honda,Japan
11489,73.9,94,2022,July,2022-07-01,1,Hatchback,Chery,China
11304,89.8,131.8,2022,July,2022-07-01,0,SUV,GAC Group,China
11226,99.8,141.8,2022,July,2022-07-01,0,Hatchback,Hyundai,South Korea
10717,149.9,189.9,2022,July,2022-07-01,0,Hatchback,Volkswagen,Germany
10678,279.8,339.8,2022,July,2022-07-01,0,SUV,BMW,Germany
10629,113.7,152.7,2022,July,2022-07-01,0,Sedan,Geely Automobile,China
10610,119.9,167.9,2022,July,2022-07-01,0,SUV,Great Wall,China
10550,127.8,176.8,2022,July,2022-07-01,0,SUV,Honda,Japan
10424,93.3,155.9,2022,July,2022-07-01,0,SUV,SAIC Group,China
10422,338,338,2022,July,2022-07-01,1,SUV,Li Auto,China
10409,158.6,223.8,2022,July,2022-07-01,0,SUV,Volkswagen,Germany
10279,92.9,125.9,2022,July,2022-07-01,0,SUV,Changan,China
10248,183.8,249.8,2022,July,2022-07-01,0,SUV,Hongqi,China
10153,196.8,249.8,2022,July,2022-07-01,0,Sedan,Buick,United States
10003,129.8,169.8,2022,July,2022-07-01,0,SUV,Toyota,Japan
9955,198.8,302.8,2022,July,2022-07-01,0,SUV,Great Wall,China
9398,305.8,396.8,2022,July,2022-07-01,0,Sedan,Audi,Germany
9391,39.9,57.5,2022,July,2022-07-01,1,Hatchback,Chery,China
9318,433.9,551.9,2022,July,2022-07-01,0,Sedan,BMW,Germany
9209,293.9,409.9,2022,July,2022-07-01,0,Sedan,BMW,Germany
9152,67.9,99.9,2022,July,2022-07-01,0,Sedan,SAIC Group,China
9100,49.9,69.9,2022,July,2022-07-01,0,SUV,Chery,China
9061,125.8,169.8,2022,July,2022-07-01,0,SUV,Toyota,Japan
8967,79.9,123.8,2022,July,2022-07-01,1,SUV,Hozon,China
8762,203.1,249.7,2022,July,2022-07-01,0,Hatchback,Audi,Germany
8742,81.8,108.8,2022,July,2022-07-01,0,Hatchback,Honda,Japan
8678,55.7,62.7,2022,July,2022-07-01,0,NA,Dongfeng,China
8665,59.9,85.8,2022,July,2022-07-01,0,Sedan,Chery,China
8475,129.9,166.9,2022,July,2022-07-01,0,Hatchback,Honda,Japan
8410,278.8,326.2,2022,July,2022-07-01,0,SUV,Audi,Germany
8107,129.8,229.8,2022,July,2022-07-01,0,Hatchback,Volkswagen,Germany
7764,159.8,218.8,2022,July,2022-07-01,0,Sedan,Ford,United States
7597,85.8,103.8,2022,July,2022-07-01,0,Hatchback,Toyota,Japan
7562,279.7,360.7,2022,July,2022-07-01,0,Sedan,Cadillac,United States
7556,142.8,153.8,2022,July,2022-07-01,1,Sedan,Dongfeng,China
7548,119.8,155.8,2022,July,2022-07-01,1,Sedan,BYD,China
7538,69.9,109.9,2022,July,2022-07-01,0,SUV,Changan,China
7512,70.8,99.8,2022,July,2022-07-01,0,SUV,Wuling Motors,China
7440,158.9,204.9,2022,July,2022-07-01,0,SUV,Volkswagen,Germany
7412,48.9,63.9,2022,July,2022-07-01,1,Hatchback,Changan,China
7313,129.9,171,2022,July,2022-07-01,1,Hatchback,Great Wall,China
7299,87.9,112.8,2022,July,2022-07-01,0,Hatchback,Volkswagen,Germany
7270,199.8,289.8,2022,July,2022-07-01,0,Sedan,Toyota,Japan
7157,99.9,129.9,2022,July,2022-07-01,0,SUV,Changan,China
7130,179.9,255.9,2022,July,2022-07-01,0,Sedan,Honda,Japan
7119,258.8,348.8,2022,July,2022-07-01,0,SUV,Toyota,Japan
7091,79.8,109.8,2022,July,2022-07-01,0,Sedan,Geely Automobile,China
7057,279.8,331.8,2022,July,2022-07-01,0,MPV,Honda,Japan
7057,69.9,109.9,2022,July,2022-07-01,0,SUV,Changan,China
6957,373.9,474.9,2022,July,2022-07-01,0,SUV,Volvo,Sweden
6864,139.8,179.8,2022,July,2022-07-01,0,Sedan,GAC Aion,China
6800,214.8,264.8,2022,July,2022-07-01,0,Sedan,Mercedes-Benz,Germany
6650,211.8,297.8,2022,July,2022-07-01,0,SUV,Toyota,Japan
6643,75.9,89.9,2022,July,2022-07-01,0,SUV,Geely Automobile,China
6582,179.8,239.8,2022,July,2022-07-01,1,SUV,Leapmotor,China
6573,83.9,99.9,2022,July,2022-07-01,0,Sedan,Ch1rolet,United States
6509,53.8,80.8,2022,July,2022-07-01,0,SUV,Wuling Motors,China
6508,68.8,99.8,2022,July,2022-07-01,0,MPV,Wuling Motors,China
6397,239.9,285.9,2022,July,2022-07-01,1,Sedan,XPeng Motors,China
6393,179.8,369.8,2022,July,2022-07-01,0,MPV,GAC Group,China
6270,187.3,287.3,2022,July,2022-07-01,1,SUV,Volkswagen,Germany
6241,115.9,149.9,2022,July,2022-07-01,0,SUV,Changan,China
6128,259.8,331.8,2022,July,2022-07-01,1,SUV,Seres,China
6121,605,775,2022,July,2022-07-01,0,SUV,BMW,Germany
6109,309.8,405.8,2022,July,2022-07-01,0,MPV,Toyota,Japan
6088,71.9,92.9,2022,July,2022-07-01,0,SUV,Great Wall,China
5826,186.8,269.8,2022,July,2022-07-01,0,SUV,GAC Group,China
5772,295,405,2022,July,2022-07-01,0,SUV,Volkswagen,Germany
5750,295.9,364.8,2022,July,2022-07-01,0,SUV,Mercedes-Benz,Germany
5682,86.8,115.8,2022,July,2022-07-01,0,SUV,Jetta,Germany
5616,145.8,190.8,2022,July,2022-07-01,0,NA,Hongqi,China
5586,129.8,168.8,2022,July,2022-07-01,0,NA,Geely Automobile,China
5559,129.8,155.8,2022,July,2022-07-01,0,SUV,Hyundai,South Korea
5546,64.9,68.9,2022,July,2022-07-01,0,Sedan,Kia,South Korea
5462,73.9,89.9,2022,July,2022-07-01,1,Hatchback,Leapmotor,China
5461,232.9,533.9,2022,July,2022-07-01,0,MPV,Buick,United States
5286,126.8,207.8,2022,July,2022-07-01,0,NA,Geometry,China
5206,275.8,352.8,2022,July,2022-07-01,0,SUV,Toyota,Japan
5176,332.7,452.7,2022,July,2022-07-01,0,SUV,Cadillac,United States
5171,86.8,131.8,2022,July,2022-07-01,0,NA,Geometry,China
5144,189.3,286.3,2022,July,2022-07-01,1,SUV,Volkswagen,Germany
5070,123.8,185.8,2022,July,2022-07-01,1,SUV,Hozon,China
5028,187.6,269.8,2022,July,2022-07-01,1,SUV,GAC Aion,China
5022,299,386,2022,July,2022-07-01,0,NA,Zeekr,China
4968,139.8,169.8,2022,July,2022-07-01,0,SUV,Ford,United States
4836,368,554,2022,July,2022-07-01,1,SUV,NIO,China
4751,115.9,189.9,2022,July,2022-07-01,0,Hatchback,Mazda,Japan
4732,130,167,2022,July,2022-07-01,0,SUV,Great Wall,China
4713,50.9,57.6,2022,July,2022-07-01,0,NA,Wuling Motors,China
4678,60,60,2022,July,2022-07-01,0,Hatchback,SAIC Group,China
4628,94.9,108.9,2022,July,2022-07-01,0,Sedan,Ch1rolet,United States
4611,149.9,185.3,2022,July,2022-07-01,1,Hatchback,Volkswagen,Germany
4554,78.9,112.9,2022,July,2022-07-01,0,SUV,Great Wall,China
4536,73.8,94.8,2022,July,2022-07-01,0,Sedan,Toyota,Japan
4507,129.8,178.8,2022,July,2022-07-01,1,Sedan,Venucia,China
4500,220,332.8,2022,July,2022-07-01,0,SUV,Honda,Japan
4441,219.8,289.8,2022,July,2022-07-01,0,Sedan,Buick,United States
4396,164.9,219.9,2022,July,2022-07-01,0,Sedan,Ch1rolet,United States
4393,143.7,186.7,2022,July,2022-07-01,0,Hatchback,Citroën,France
4340,109.8,169.8,2022,July,2022-07-01,0,SUV,MG,China
4327,249.9,299.9,2022,July,2022-07-01,0,Hatchback,Volkswagen,Germany
4316,161.6,196.9,2022,July,2022-07-01,0,Hatchback,Buick,United States
4188,235.8,439.8,2022,July,2022-07-01,0,MPV,Honda,Japan
4077,136.8,256.8,2022,July,2022-07-01,0,Sedan,Lynk & Co,China
4021,129.9,209.9,2022,July,2022-07-01,1,Sedan,BYD,China
3998,246.8,329.8,2022,July,2022-07-01,0,SUV,Honda,Japan
3890,105.9,144.9,2022,July,2022-07-01,0,Hatchback,Bestune,China
3885,159.8,159.8,2022,July,2022-07-01,1,Sedan,Guojin,China
3846,406.9,505.9,2022,July,2022-07-01,0,Sedan,Volvo,Sweden
3812,66.9,90.9,2022,July,2022-07-01,1,Hatchback,JAC Group,China
3797,189.8,219.8,2022,July,2022-07-01,1,SUV,MG,China
3779,64.9,98.9,2022,July,2022-07-01,0,Sedan,Dongfeng,China
3710,92.9,126.9,2022,July,2022-07-01,0,SUV,Chery,China
3704,396.9,479.8,2022,July,2022-07-01,0,SUV,BMW,Germany
3651,159.8,229.8,2022,July,2022-07-01,0,SUV,Mitsubishi Motors,Japan
3637,59.9,99.9,2022,July,2022-07-01,0,MPV,Dongfeng Fengxing,China
3624,98.3,148,2022,July,2022-07-01,0,Sedan,GAC Group,China
